time_to_resolve,reassignment_count,sys_mod_count,reopen_count,priority_1 - Critical,priority_2 - High,priority_3 - Moderate,priority_4 - Low
53.8,0,1,0,0,0,1,0
53.8,0,2,0,0,0,1,0
53.8,0,3,0,0,0,1,0
1.9166666666666667,0,0,0,0,0,0,1
1.9166666666666667,0,1,0,0,0,0,1
1.9166666666666667,0,2,0,0,0,0,1
1.9166666666666667,0,3,0,0,0,0,1
1.9166666666666667,0,4,0,0,0,0,1
1.9166666666666667,0,5,0,0,0,0,1
1.9166666666666667,0,6,0,0,0,0,1
415.3666666666667,0,0,0,0,0,1,0
415.3666666666667,0,1,0,0,0,1,0
415.3666666666667,0,2,0,0,0,1,0
415.3666666666667,0,3,0,0,0,1,0
415.3666666666667,0,4,0,0,0,1,0
415.3666666666667,0,5,0,0,0,1,0
415.3666666666667,0,6,0,0,0,1,0
415.3666666666667,1,7,0,0,0,1,0
415.3666666666667,1,8,0,0,0,1,0
415.3666666666667,2,9,0,0,0,1,0
415.3666666666667,3,10,0,0,0,1,0
415.3666666666667,4,11,0,0,0,1,0
415.3666666666667,4,12,0,0,0,1,0
415.3666666666667,4,14,0,0,0,1,0
415.3666666666667,4,15,0,0,0,1,0
415.3666666666667,4,16,0,0,0,1,0
415.3666666666667,4,17,1,0,0,1,0
415.3666666666667,4,18,1,0,0,1,0
415.3666666666667,4,19,1,0,0,1,0
53.78333333333333,0,0,0,0,0,1,0
53.78333333333333,0,1,0,0,0,1,0
53.78333333333333,0,2,0,0,0,1,0
53.78333333333333,0,3,0,0,0,1,0
26.783333333333335,0,0,0,0,0,1,0
26.783333333333335,0,1,0,0,1,0,0
26.783333333333335,0,2,0,0,1,0,0
26.783333333333335,0,3,0,0,1,0,0
26.783333333333335,1,4,0,0,1,0,0
26.783333333333335,1,5,0,0,1,0,0
26.783333333333335,1,6,0,0,1,0,0
2.8,0,0,0,0,0,1,0
2.8,0,1,0,0,0,1,0
2.8,0,2,0,0,0,1,0
2.8,0,3,0,0,0,1,0
2.8,1,4,0,0,0,1,0
2.8,1,5,0,0,0,1,0
2.8,1,6,0,0,0,1,0
2.8,1,7,0,0,0,1,0
53.7,0,0,0,0,0,1,0
53.7,0,1,0,0,0,1,0
53.7,0,2,0,0,0,1,0
53.7,0,3,0,0,0,1,0
53.7,0,0,0,0,0,1,0
53.7,0,1,0,0,0,1,0
53.7,0,2,0,0,0,1,0
53.7,0,3,0,0,0,1,0
53.96666666666667,0,0,0,0,0,1,0
53.96666666666667,1,1,0,0,0,1,0
53.96666666666667,2,2,0,0,0,1,0
53.96666666666667,2,3,0,0,0,1,0
53.96666666666667,2,4,0,0,0,1,0
53.96666666666667,2,5,0,0,0,1,0
58.2,0,0,0,0,0,1,0
58.2,0,1,0,0,0,1,0
58.2,0,2,0,0,0,1,0
58.2,0,3,0,0,0,1,0
58.2,0,4,0,0,0,1,0
64.0,0,0,0,0,0,1,0
64.0,0,1,0,0,0,1,0
64.0,0,2,0,0,0,1,0
64.0,1,3,0,0,0,1,0
64.0,1,4,0,0,0,1,0
64.0,1,5,0,0,0,1,0
64.0,1,7,0,0,0,1,0
64.0,1,8,0,0,0,1,0
64.0,1,9,0,0,0,1,0
23.5,0,0,0,0,0,1,0
23.5,1,1,0,0,0,1,0
23.5,2,2,0,0,0,1,0
23.5,2,3,0,0,0,1,0
23.5,2,4,0,0,0,1,0
23.5,2,5,0,0,0,1,0
26.7,0,0,0,0,0,1,0
26.7,1,1,0,0,0,1,0
26.7,1,2,0,0,0,1,0
26.7,1,3,0,0,0,1,0
23.683333333333334,0,0,0,0,0,1,0
23.683333333333334,0,1,0,0,0,1,0
23.683333333333334,0,2,0,0,0,1,0
23.683333333333334,0,3,0,0,0,1,0
7.1,0,0,0,0,0,1,0
7.1,0,1,0,0,0,1,0
7.1,0,2,0,0,0,1,0
31.383333333333333,0,0,0,0,0,1,0
31.383333333333333,1,1,0,0,0,1,0
31.383333333333333,1,2,0,0,0,1,0
31.383333333333333,1,3,0,0,0,1,0
31.383333333333333,1,4,0,0,0,1,0
53.45,0,0,0,0,0,1,0
53.45,0,1,0,0,0,1,0
53.45,0,2,0,0,0,1,0
53.45,0,3,0,0,0,1,0
1.5833333333333333,0,0,0,0,0,1,0
1.5833333333333333,0,1,0,0,0,1,0
1.5833333333333333,0,2,0,0,0,1,0
1.5833333333333333,0,3,0,0,0,1,0
23.016666666666666,0,0,0,0,0,1,0
23.016666666666666,0,1,0,0,0,1,0
23.016666666666666,1,2,0,0,0,1,0
23.016666666666666,1,3,0,0,0,1,0
23.016666666666666,1,4,0,0,0,1,0
23.016666666666666,1,5,0,0,0,1,0
23.016666666666666,1,6,0,0,0,1,0
53.43333333333333,0,0,0,0,0,1,0
53.43333333333333,0,1,0,0,0,1,0
53.43333333333333,0,2,0,0,0,1,0
53.43333333333333,0,3,0,0,0,1,0
266.65,0,0,0,0,0,1,0
266.65,0,1,0,0,0,1,0
266.65,1,2,0,0,0,1,0
266.65,1,4,0,0,0,1,0
266.65,2,6,0,0,0,1,0
266.65,2,9,0,0,0,1,0
266.65,2,10,0,0,0,1,0
531.8333333333334,0,0,0,0,0,1,0
531.8333333333334,0,1,0,0,0,1,0
531.8333333333334,0,2,0,0,0,1,0
531.8333333333334,0,3,0,0,0,1,0
531.8333333333334,0,4,0,0,0,1,0
531.8333333333334,0,5,0,0,0,1,0
531.8333333333334,0,7,0,0,0,1,0
531.8333333333334,1,8,0,0,0,1,0
531.8333333333334,2,13,0,0,0,1,0
531.8333333333334,2,14,0,0,0,1,0
531.8333333333334,2,15,0,0,0,1,0
531.8333333333334,2,16,0,0,0,1,0
531.8333333333334,2,17,0,0,0,1,0
72.58333333333333,0,2,0,0,0,1,0
72.58333333333333,1,1,0,0,0,1,0
72.58333333333333,1,2,0,0,0,1,0
72.58333333333333,1,3,0,0,0,1,0
72.58333333333333,1,4,0,0,0,1,0
72.58333333333333,1,5,0,0,0,1,0
71.76666666666667,0,0,0,0,0,1,0
71.76666666666667,0,1,0,0,0,1,0
71.76666666666667,0,2,0,0,0,1,0
71.76666666666667,0,3,0,0,0,1,0
77.6,0,0,0,0,0,1,0
77.6,1,1,0,0,0,1,0
77.6,2,2,0,0,0,1,0
77.6,2,3,0,0,0,1,0
77.6,2,4,0,0,0,1,0
77.6,2,5,0,0,0,1,0
70.61666666666666,0,2,0,0,0,0,1
70.61666666666666,1,1,0,0,0,0,1
70.61666666666666,1,2,0,0,0,0,1
70.61666666666666,1,3,0,0,0,0,1
70.61666666666666,1,4,0,0,0,0,1
6.533333333333333,0,7,0,0,0,1,0
6.533333333333333,0,1,0,0,0,1,0
6.533333333333333,0,2,0,0,0,1,0
6.533333333333333,0,3,0,0,0,1,0
6.533333333333333,0,4,0,0,0,1,0
6.533333333333333,0,5,0,0,0,1,0
6.533333333333333,0,6,0,0,0,1,0
6.533333333333333,0,7,0,0,0,1,0
1.25,0,1,0,0,0,1,0
1.25,0,1,0,0,0,1,0
1.25,0,2,0,0,0,1,0
1.25,0,3,0,0,0,1,0
24.1,0,0,0,0,0,1,0
24.1,0,2,0,0,0,1,0
24.1,1,3,0,0,0,1,0
24.1,1,4,0,0,0,1,0
24.1,1,5,0,0,0,1,0
24.1,1,6,0,0,0,1,0
74.13333333333334,0,0,0,0,0,1,0
74.13333333333334,0,1,0,0,0,1,0
74.13333333333334,0,3,0,0,0,1,0
74.13333333333334,1,4,0,0,0,1,0
74.13333333333334,1,5,0,0,0,1,0
74.13333333333334,1,6,0,0,0,1,0
74.13333333333334,1,7,0,0,0,1,0
53.1,0,0,0,0,0,1,0
53.1,0,2,0,0,0,1,0
53.1,0,3,0,0,0,1,0
53.1,0,4,0,0,0,1,0
53.03333333333333,0,0,0,0,0,1,0
53.03333333333333,0,1,0,0,0,1,0
53.03333333333333,0,2,0,0,0,1,0
53.03333333333333,0,3,0,0,0,1,0
335.81666666666666,0,0,0,0,0,1,0
335.81666666666666,0,1,0,0,0,1,0
335.81666666666666,1,2,0,0,0,1,0
335.81666666666666,1,4,0,0,0,1,0
335.81666666666666,1,6,0,0,0,1,0
335.81666666666666,1,8,0,0,0,1,0
335.81666666666666,1,9,0,0,0,1,0
53.0,0,0,0,0,0,1,0
53.0,0,1,0,0,0,1,0
53.0,0,2,0,0,0,1,0
53.0,0,3,0,0,0,1,0
53.0,0,0,0,0,0,1,0
53.0,0,1,0,0,0,1,0
53.0,0,2,0,0,0,1,0
53.0,0,3,0,0,0,1,0
71.25,0,0,0,0,0,1,0
71.25,0,1,0,0,0,1,0
71.25,0,2,0,0,0,1,0
71.25,0,3,0,0,0,1,0
71.25,0,4,0,0,0,1,0
52.75,0,0,0,0,0,1,0
52.75,0,1,0,0,0,1,0
52.75,0,2,0,0,0,1,0
52.75,0,3,0,0,0,1,0
52.833333333333336,0,0,0,0,0,1,0
52.833333333333336,0,1,0,0,0,1,0
52.833333333333336,0,2,0,0,0,1,0
52.833333333333336,0,3,0,0,0,1,0
52.8,0,0,0,0,0,1,0
52.8,0,1,0,0,0,1,0
52.8,0,2,0,0,0,1,0
52.8,0,3,0,0,0,1,0
52.81666666666667,0,0,0,0,0,1,0
52.81666666666667,0,1,0,0,0,1,0
52.81666666666667,0,2,0,0,0,1,0
47.86666666666667,0,0,0,0,0,1,0
47.86666666666667,0,1,0,0,0,1,0
47.86666666666667,1,3,0,0,0,1,0
47.86666666666667,1,4,0,0,0,1,0
47.86666666666667,1,5,0,0,0,1,0
47.86666666666667,1,6,0,0,0,1,0
191.06666666666666,0,0,0,0,0,1,0
191.06666666666666,0,1,0,0,0,1,0
191.06666666666666,0,2,0,0,1,0,0
191.06666666666666,1,3,0,0,1,0,0
191.06666666666666,2,4,0,0,1,0,0
191.06666666666666,2,5,0,0,0,0,1
191.06666666666666,2,6,0,0,0,0,1
191.06666666666666,2,7,0,0,0,0,1
191.06666666666666,2,9,0,0,0,0,1
191.06666666666666,2,10,0,0,0,0,1
191.06666666666666,2,11,0,0,0,0,1
76.26666666666667,0,3,0,0,0,1,0
76.26666666666667,1,1,0,0,0,1,0
76.26666666666667,2,2,0,0,0,1,0
76.26666666666667,2,3,0,0,0,1,0
76.26666666666667,2,4,0,0,0,1,0
76.26666666666667,2,5,0,0,0,1,0
76.26666666666667,2,6,0,0,0,1,0
6.0,0,0,0,0,0,1,0
6.0,0,1,0,0,0,1,0
6.0,0,2,0,0,0,1,0
6.0,0,3,0,0,0,1,0
0.5833333333333334,0,0,0,0,0,1,0
0.5833333333333334,0,1,0,0,0,1,0
0.5833333333333334,0,2,0,0,0,1,0
0.5833333333333334,0,3,0,0,0,1,0
22.633333333333333,0,0,0,0,0,1,0
22.633333333333333,0,1,0,0,0,1,0
22.633333333333333,0,2,0,0,0,1,0
52.6,0,0,0,0,0,1,0
52.6,0,1,0,0,0,1,0
52.6,0,2,0,0,0,1,0
435.18333333333334,0,0,0,0,0,1,0
435.18333333333334,0,1,0,0,1,0,0
435.18333333333334,0,2,0,0,1,0,0
435.18333333333334,0,3,0,0,1,0,0
435.18333333333334,0,4,0,0,1,0,0
435.18333333333334,1,5,0,0,1,0,0
435.18333333333334,2,6,0,0,1,0,0
435.18333333333334,3,10,0,0,1,0,0
435.18333333333334,3,11,0,0,1,0,0
435.18333333333334,3,12,0,0,1,0,0
435.18333333333334,3,13,0,0,1,0,0
435.18333333333334,3,14,0,0,1,0,0
435.18333333333334,4,15,0,0,1,0,0
435.18333333333334,4,16,0,0,1,0,0
7.8,0,0,0,0,0,1,0
7.8,0,1,0,0,0,1,0
7.8,0,2,0,0,0,1,0
7.8,0,3,0,0,0,1,0
7.8,0,4,0,0,0,1,0
7.8,1,5,0,0,0,1,0
7.8,1,6,0,0,0,1,0
7.8,1,7,0,0,0,1,0
7.8,1,8,0,0,0,1,0
7.8,1,9,0,0,0,1,0
1012.2166666666667,0,0,0,0,0,0,1
1012.2166666666667,0,1,0,0,0,0,1
1012.2166666666667,1,2,0,0,0,0,1
1012.2166666666667,1,10,0,0,0,0,1
1012.2166666666667,1,18,0,0,0,0,1
1012.2166666666667,1,19,0,0,0,0,1
1012.2166666666667,1,20,0,0,0,0,1
1012.2166666666667,1,21,0,0,0,0,1
50.36666666666667,0,0,0,0,0,1,0
50.36666666666667,0,3,0,0,0,1,0
50.36666666666667,0,4,0,0,0,1,0
50.36666666666667,1,6,0,0,0,1,0
50.36666666666667,1,7,0,0,0,1,0
50.36666666666667,1,8,0,0,0,1,0
50.36666666666667,1,9,0,0,0,1,0
52.45,0,0,0,0,0,1,0
52.45,0,1,0,0,0,1,0
52.45,0,2,0,0,0,1,0
1.1666666666666667,0,0,0,0,0,1,0
1.1666666666666667,0,1,0,0,0,1,0
1.1666666666666667,0,2,0,0,0,1,0
1.1666666666666667,0,3,0,0,0,1,0
46.56666666666667,0,0,0,0,0,1,0
46.56666666666667,0,1,0,0,0,1,0
46.56666666666667,0,2,0,0,0,1,0
0.06666666666666667,0,0,0,0,0,1,0
0.06666666666666667,0,1,0,0,0,1,0
0.06666666666666667,0,2,0,0,0,1,0
29.066666666666666,0,0,0,0,0,1,0
29.066666666666666,0,1,0,0,0,1,0
29.066666666666666,1,2,0,0,0,1,0
29.066666666666666,1,3,0,0,0,1,0
29.066666666666666,1,4,0,0,0,1,0
29.066666666666666,1,5,0,0,0,1,0
0.2,0,0,0,0,0,1,0
0.2,0,1,0,0,0,1,0
0.2,0,2,0,0,0,1,0
52.25,0,0,0,0,0,1,0
52.25,0,1,0,0,0,1,0
52.25,0,2,0,0,0,1,0
52.25,0,3,0,0,0,1,0
744.1833333333333,0,0,0,0,0,1,0
744.1833333333333,1,2,0,0,0,1,0
744.1833333333333,2,5,0,0,0,1,0
744.1833333333333,3,6,0,0,0,1,0
744.1833333333333,3,7,0,0,0,1,0
744.1833333333333,3,8,0,0,0,1,0
744.1833333333333,3,9,0,0,0,1,0
744.1833333333333,3,10,0,0,0,1,0
744.1833333333333,3,11,0,0,0,1,0
744.1833333333333,3,12,0,0,0,1,0
744.1833333333333,3,14,0,0,0,1,0
744.1833333333333,4,15,0,0,0,1,0
744.1833333333333,5,16,0,0,0,1,0
744.1833333333333,5,17,0,0,0,1,0
744.1833333333333,6,18,0,0,0,1,0
744.1833333333333,7,20,0,0,0,1,0
744.1833333333333,7,21,0,0,0,1,0
744.1833333333333,7,22,0,0,0,1,0
744.1833333333333,7,23,0,0,0,1,0
744.1833333333333,7,26,0,0,0,1,0
744.1833333333333,7,28,0,0,0,1,0
744.1833333333333,7,30,0,0,0,1,0
744.1833333333333,7,31,0,0,0,1,0
744.1833333333333,7,32,0,0,0,1,0
744.1833333333333,7,33,0,0,0,1,0
744.1833333333333,7,34,0,0,0,1,0
5.5,0,0,0,0,0,0,1
5.5,0,1,0,0,0,0,1
5.5,0,2,0,0,0,0,1
5.5,0,3,0,0,0,0,1
8.933333333333334,0,0,0,0,0,1,0
8.933333333333334,0,1,0,0,0,1,0
8.933333333333334,0,2,0,0,0,1,0
8.933333333333334,0,3,0,0,0,1,0
8.933333333333334,0,4,0,0,0,1,0
67.38333333333334,0,0,0,0,0,1,0
67.38333333333334,0,2,0,0,0,1,0
67.38333333333334,0,4,0,0,0,1,0
67.38333333333334,0,5,0,0,0,1,0
67.38333333333334,0,6,0,0,0,1,0
1.4666666666666666,0,0,0,0,0,1,0
1.4666666666666666,0,2,0,0,0,1,0
1.4666666666666666,0,3,0,0,0,1,0
189.65,0,0,0,0,0,1,0
189.65,1,1,0,0,0,1,0
189.65,2,2,0,0,0,1,0
189.65,2,3,0,0,0,1,0
189.65,2,4,0,0,0,1,0
189.65,2,6,0,0,0,1,0
189.65,2,7,0,0,0,1,0
189.65,2,8,0,0,0,1,0
1.7166666666666666,0,0,0,0,0,1,0
1.7166666666666666,1,1,0,0,0,1,0
1.7166666666666666,1,3,0,0,0,1,0
1.7166666666666666,1,4,0,0,0,1,0
1.7166666666666666,1,5,0,0,0,1,0
1.7166666666666666,1,6,0,0,0,1,0
1.7166666666666666,1,7,0,0,0,1,0
221.46666666666667,0,0,0,0,0,1,0
221.46666666666667,1,2,0,0,0,1,0
221.46666666666667,1,3,0,0,0,1,0
221.46666666666667,1,4,0,0,0,1,0
221.46666666666667,1,7,0,0,0,1,0
221.46666666666667,1,8,0,0,0,1,0
50.13333333333333,0,0,0,0,0,1,0
50.13333333333333,1,1,0,0,0,1,0
50.13333333333333,1,2,0,0,0,1,0
50.13333333333333,1,3,0,0,0,1,0
50.13333333333333,1,4,0,0,0,1,0
68.93333333333334,0,0,0,0,0,1,0
68.93333333333334,1,1,0,0,0,1,0
68.93333333333334,1,2,0,0,0,1,0
68.93333333333334,1,3,0,0,0,1,0
68.93333333333334,1,4,0,0,0,1,0
68.93333333333334,1,5,0,0,0,1,0
68.93333333333334,1,6,0,0,0,1,0
68.93333333333334,1,7,0,0,0,1,0
68.93333333333334,1,9,0,0,0,1,0
68.93333333333334,1,10,0,0,0,1,0
3.95,0,0,0,0,0,1,0
3.95,0,1,0,0,0,1,0
3.95,0,2,0,0,0,1,0
3.95,0,3,0,0,0,1,0
170.96666666666667,0,0,0,0,0,1,0
170.96666666666667,1,1,0,0,0,1,0
170.96666666666667,1,2,0,0,0,1,0
170.96666666666667,1,3,0,0,0,1,0
170.96666666666667,1,4,0,0,0,1,0
170.96666666666667,1,6,0,0,0,1,0
170.96666666666667,1,7,0,0,0,1,0
170.96666666666667,1,8,0,0,0,1,0
170.96666666666667,1,9,0,0,0,1,0
170.96666666666667,1,10,0,0,0,1,0
297.05,0,0,0,0,0,0,1
297.05,0,1,0,0,0,0,1
297.05,1,2,0,0,0,0,1
297.05,1,3,0,0,0,0,1
297.05,1,4,0,0,0,0,1
297.05,1,5,0,0,0,0,1
297.05,1,6,0,0,0,0,1
297.05,1,8,0,0,0,0,1
297.05,1,9,0,0,0,0,1
297.05,1,10,0,0,0,0,1
297.05,1,11,0,0,0,0,1
297.05,1,12,0,0,0,0,1
297.05,1,13,0,0,0,0,1
0.8333333333333334,0,0,0,0,0,1,0
0.8333333333333334,0,1,0,0,0,1,0
0.8333333333333334,0,2,0,0,0,1,0
0.8333333333333334,0,3,0,0,0,1,0
25.616666666666667,0,0,0,0,0,1,0
25.616666666666667,0,1,0,0,0,1,0
25.616666666666667,0,2,0,0,0,1,0
25.616666666666667,0,3,0,0,0,1,0
95.25,0,0,0,0,0,1,0
95.25,0,1,0,0,0,1,0
95.25,0,3,0,0,0,1,0
95.25,0,4,0,0,0,1,0
95.25,1,5,0,0,0,1,0
95.25,1,6,0,0,0,1,0
95.25,1,7,0,0,0,1,0
95.25,1,8,0,0,0,1,0
95.25,1,9,0,0,0,1,0
296.78333333333336,0,0,0,0,0,1,0
296.78333333333336,1,1,0,0,0,1,0
296.78333333333336,1,2,0,0,0,1,0
296.78333333333336,2,3,0,0,0,1,0
296.78333333333336,2,4,0,0,0,1,0
296.78333333333336,3,5,0,0,0,1,0
296.78333333333336,3,6,0,0,0,1,0
296.78333333333336,4,7,0,0,0,1,0
296.78333333333336,4,8,0,0,0,1,0
296.78333333333336,4,9,0,0,0,1,0
296.78333333333336,4,11,0,0,0,1,0
296.78333333333336,4,12,0,0,0,1,0
296.78333333333336,4,13,0,0,0,1,0
296.78333333333336,4,14,0,0,0,1,0
296.78333333333336,4,15,0,0,0,1,0
296.78333333333336,4,16,0,0,0,1,0
296.78333333333336,4,17,0,0,0,1,0
44.416666666666664,0,0,0,0,0,1,0
44.416666666666664,1,1,0,0,0,1,0
44.416666666666664,1,2,0,0,0,1,0
44.416666666666664,1,3,0,0,0,1,0
